Obs,ID,species,treatment,HHMMSS,FTime,EBal?,Photo,Cond,WUE,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
16,13_4,BELE,1,10:27:41,1564.499965,0,8.828813689,0.192562366,45.84911306,303.5865127,2.395304311,1.23708005,24.61949921,6,1.420000017,1,2.840000033,22.02091599,24.61949921,20.18567467,400.2133789,388.4909668,16.74693108,19.56773949,60.27474213,70.42725372,499.5235291,1999.998901,1715.43396,95.62561798,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832539215,0.002395304,297.7694992,295.170916,319.9998171,2.106017359,3.108257231,32.50444072,12.93670123,23.3202076,2.874835869,0.180334995,1.871177181,1.003658688,0.113747646,29.03064788,0.781450635,61.73104656,384.2941716,0.014182154
17,13_4,BELE,1,10:27:41,1564.499965,0,8.828813689,0.192562366,45.84911306,303.5865127,2.395304311,1.23708005,24.61949921,6,1.420000017,1,2.840000033,22.02091599,24.61949921,20.18567467,400.2133789,388.4909668,16.74693108,19.56773949,60.27474213,70.42725372,499.5235291,1999.998901,1715.43396,95.62561798,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832539215,0.002395304,297.7694992,295.170916,319.9998171,2.106017359,3.108257231,32.50444072,12.93670123,23.3202076,2.874835869,0.180334995,1.871177181,1.003658688,0.113747646,29.03064788,0.781450635,61.73104656,384.2941716,0.014182154
18,13_4,BELE,1,10:27:42,1565.499965,0,8.856821942,0.193101491,45.86614995,303.5721318,2.396606706,1.234527912,24.60631371,6,1.420000017,1,2.840000033,22.0214386,24.60631371,20.18528366,400.2589417,388.5020447,16.74648666,19.56887436,60.27102661,70.42887115,499.5148926,2000.030151,1716.181763,95.62531281,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524821,0.002396607,297.7563137,295.1714386,320.0048171,2.107229035,3.105807644,32.47892794,12.91005359,23.31387615,2.873737036,0.180807743,1.871279732,1.002457304,0.114048589,29.02918006,0.781391336,61.78714754,384.2919357,0.014240157
19,13_4,BELE,1,10:27:43,1566.499965,0,8.85897546,0.192349166,46.05673965,303.2582355,2.3915837,1.23644046,24.61574936,6,1.420000017,1,2.840000033,22.02165222,24.61574936,20.18464088,400.2595825,388.5024109,16.75073624,19.56722069,60.2854805,70.42193604,499.5135803,2000.076172,1715.420166,95.62522888,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832522634,0.002391584,297.7657494,295.1716522,320.0121803,2.108612193,3.107560417,32.49728605,12.93006537,23.31870079,2.874574327,0.180147998,1.871119957,1.00345437,0.11362861,28.99913818,0.780582635,61.73971641,384.2912782,0.01423271
20,13_4,BELE,1,10:27:44,1567.999965,0,8.819490697,0.191365981,46.08703517,303.2716354,2.388180525,1.240599531,24.63555527,6,1.420000017,1,2.840000033,22.02142143,24.63555527,20.18382263,400.2796021,388.5710449,16.74971008,19.56225014,60.28258133,70.40497589,499.5048523,2000.147583,1711.890259,95.62513733,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832508087,0.002388181,297.7855553,295.1714214,320.0236061,2.107802612,3.111242387,32.53582137,12.97357124,23.32848835,2.876273563,0.179285309,1.870642856,1.005630707,0.113079485,29.00039178,0.780479244,61.64335247,384.3786814,0.014143942
21,13_4,BELE,1,10:32:58,1882.499958,0,6.332275929,0.169985593,37.25183892,321.3097857,2.118126032,1.230245029,24.50306511,6,1.420000017,1,2.840000033,22.19769478,24.50306511,20.37441063,400.0384216,391.4365234,16.91864777,19.41344261,60.2408905,69.123909,499.5214539,1999.780518,1683.733398,95.62649536,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832535756,0.002118126,297.6530651,295.3476948,319.9648757,2.282332702,3.086684509,32.27854892,12.86510631,23.35037994,2.880077382,0.160385846,1.85643948,1.023637902,0.101061584,30.72572873,0.82084774,61.39658906,388.4264627,0.010009105
22,13_4,BELE,1,10:32:59,1883.499958,0,6.304844869,0.170879296,36.896482,321.9190953,2.121413345,1.226086525,24.48271751,6,1.420000017,1,2.840000033,22.19802666,24.48271751,20.37501335,400.0157166,391.4448547,16.91903877,19.41779518,60.24060822,69.13748932,499.5013123,1999.789551,1681.792236,95.62576294,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832502187,0.002121413,297.6327175,295.3480267,319.966321,2.283432408,3.082928004,32.23951276,12.82171757,23.34037209,2.8783379,0.161181221,1.856841479,1.021496422,0.101566884,30.78375909,0.822386835,61.49231765,388.4478334,0.009980736
23,13_4,BELE,1,10:33:00,1883.999958,0,6.337295413,0.171316933,36.99164643,321.7534617,2.123662432,1.224439176,24.47468948,6,1.420000017,1,2.840000033,22.19880104,24.47468948,20.37498093,400.0455322,391.4350891,16.91823387,19.41950989,60.23497772,69.14041901,499.5263062,1999.81897,1680.981323,95.62588501,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832543844,0.002123662,297.6246895,295.348801,319.971028,2.283516877,3.081446996,32.22398408,12.80447419,23.33674526,2.877707743,0.161570536,1.857007819,1.020699924,0.101814231,30.76795953,0.821984208,61.53143745,388.4226424,0.010039139
24,13_4,BELE,1,10:33:01,1884.999958,0,6.323506712,0.171732913,36.82175188,322.0462109,2.127524111,1.223857539,24.47286415,6,1.420000017,1,2.840000033,22.19936943,24.47286415,20.37551689,400.0445862,391.4489136,16.9163723,19.42217255,60.22595215,69.1471405,499.5297546,1999.829712,1680.15332,95.6253891,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832549591,0.002127524,297.6228642,295.3493694,319.9727468,2.281912417,3.081110346,32.22063068,12.79845813,23.33611679,2.877598559,0.16194048,1.857252807,1.020345752,0.102049279,30.79579423,0.822703039,61.5508347,388.4430213,0.010019928
25,13_4,BELE,1,10:33:02,1885.999958,0,6.363063274,0.17178381,37.04111158,321.6521772,2.130042449,1.224956142,24.48056221,6,1.420000017,1,2.840000033,22.20035172,24.48056221,20.3762455,400.0714722,391.4273071,16.9167614,19.42547607,60.22391129,69.15496826,499.5383606,1999.798828,1679.63623,95.62567139,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832563934,0.002130042,297.6305622,295.3503517,319.9678053,2.27969937,3.082530333,32.235385,12.80990893,23.34045696,2.878352649,0.161985737,1.857574192,1.020778457,0.102078034,30.7582054,0.821741793,61.53434187,388.4026116,0.010080955
26,13_5,QURU,1,10:39:11,2255.49995,0,10.50657084,0.229078677,45.86446446,300.4141787,2.805900655,1.231596877,25.07886505,6,1.420000017,1,2.840000033,22.26516151,25.07886505,20.45463181,399.9782104,386.0568848,17.22790527,20.52907753,61.08867645,72.79434967,499.5131226,1999.910889,1216.457886,95.62348175,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832521871,0.002805901,298.2288651,295.4151615,319.985735,1.870059205,3.194658747,33.40872648,12.87964895,23.67201328,2.936472843,0.211980047,1.963061871,0.973410973,0.133924489,28.72664974,0.778160397,63.33702496,381.0625642,0.017463141
27,13_5,QURU,1,10:39:12,2255.99995,0,10.47698845,0.229324962,45.68621034,300.7228338,2.807613962,1.23112855,25.07759094,6,1.420000017,1,2.840000033,22.26520729,25.07759094,20.45523643,399.9534607,386.0665588,17.22812271,20.53137016,61.08947754,72.80252075,499.5029602,1999.893433,1218.091309,95.62380219,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832504934,0.002807614,298.2275909,295.4152073,319.9829421,1.869343124,3.194416229,33.40607836,12.8747082,23.67139912,2.936364241,0.212190921,1.963287679,0.973076562,0.134059161,28.75626077,0.778940384,63.3511317,381.0863003,0.017416766
28,13_5,QURU,1,10:39:13,2256.99995,0,10.3959373,0.229776303,45.24373125,301.5300181,2.803595703,1.227145419,25.05586815,6,1.420000017,1,2.840000033,22.26599884,25.05586815,20.45622253,399.900238,386.1120911,17.23145485,20.53005409,61.09762955,72.79347992,499.4916077,1999.92395,1237.625,95.62266541,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832486013,0.002803596,298.2058681,295.4159988,319.9878249,1.874387444,3.190283912,33.36326068,12.83320658,23.66093349,2.934514162,0.212577282,1.963138493,0.971375669,0.134305913,28.83310403,0.780939072,63.42859386,381.1703604,0.017299343
29,13_5,QURU,1,10:39:14,2257.99995,0,10.38840812,0.230446051,45.07956667,301.8000546,2.804896318,1.224430271,25.04264641,6,1.420000017,1,2.840000033,22.26713562,25.04264641,20.45705414,399.881897,386.102356,17.23205566,20.53214645,61.09560394,72.79595184,499.4963989,2000.035034,1299.806641,95.62277222,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832493998,0.002804896,298.1926464,295.4171356,320.0055983,1.875830642,3.187771035,33.33694434,12.80479788,23.65489101,2.933446456,0.213150394,1.963340763,0.970105692,0.134671953,28.85895788,0.781658153,63.48916608,381.1642043,0.017303602
30,13_5,QURU,1,10:39:15,2258.99995,0,10.46060719,0.230769881,45.3291701,301.3390206,2.806267809,1.223443382,25.03815651,6,1.420000017,1,2.840000033,22.26784706,25.03815651,20.45744324,399.9311218,386.0644226,17.23187065,20.53355217,61.09228516,72.79776001,499.4991455,2000.213013,1372.877197,95.62274933,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832498576,0.002806268,298.1881565,295.4178471,320.0340749,1.876150776,3.186918094,33.32803246,12.79448029,23.65300179,2.933112699,0.21342741,1.963474712,0.969637987,0.134848888,28.81486563,0.780540767,63.51281888,381.0919509,0.017433657
31,10_6,QURU,0,10:46:53,2717.999939,0,9.138609594,0.154319947,59.21858951,279.203084,2.580440885,1.637043753,26.94723701,6,1.420000017,1,2.840000033,22.8380394,26.94723701,21.00532913,399.8761597,387.6975098,17.16111755,20.19804573,58.75990295,69.15838623,499.5154724,1999.43811,1661.861084,95.60526276,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832525787,0.002580441,300.097237,295.9880394,319.9100905,1.805307479,3.568083223,37.32099175,17.12294602,24.89263821,3.159381901,0.146366673,1.931039469,1.228342432,0.092161955,26.69328421,0.720157022,55.19580559,383.3534524,0.013157907
32,10_6,QURU,0,10:46:54,2718.499939,0,9.138302553,0.154294014,59.22655271,279.2000786,2.581246972,1.63780974,26.95142555,6,1.420000017,1,2.840000033,22.84119415,26.95142555,21.00577545,399.8900452,387.7116699,17.16139984,20.19919205,58.74971008,69.14917755,499.5288086,1999.430786,1663.519165,95.60539246,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832548014,0.002581247,300.1014256,295.9911942,319.9089186,1.804727791,3.568961422,37.33012679,17.13093475,24.89630985,3.160074115,0.146343344,1.931151683,1.228922432,0.092147156,26.69303309,0.720122968,55.18524596,383.3677585,0.013154457
33,10_6,QURU,0,10:46:54,2718.499939,0,9.138302553,0.154294014,59.22655271,279.2000786,2.581246972,1.63780974,26.95142555,6,1.420000017,1,2.840000033,22.84119415,26.95142555,21.00577545,399.8900452,387.7116699,17.16139984,20.19919205,58.74971008,69.14917755,499.5288086,1999.430786,1663.519165,95.60539246,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832548014,0.002581247,300.1014256,295.9911942,319.9089186,1.804727791,3.568961422,37.33012679,17.13093475,24.89630985,3.160074115,0.146343344,1.931151683,1.228922432,0.092147156,26.69303309,0.720122968,55.18524596,383.3677585,0.013154457
34,10_6,QURU,0,10:46:56,2720.499939,0,9.220812567,0.154384189,59.7264048,278.359158,2.586024421,1.639912403,26.96253395,6,1.420000017,1,2.840000033,22.84644699,26.96253395,21.00831985,399.9901428,387.7105713,17.15815926,20.20153427,58.72002411,69.13530731,499.5341187,1999.430542,1663.876099,95.6055603,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832556864,0.002586024,300.112534,295.996447,319.9088796,1.801510877,3.571291406,37.35443205,17.15289778,24.90449047,3.161616881,0.146424463,1.931379003,1.230237878,0.092198615,26.61268326,0.71795607,55.15772248,383.3274386,0.013268005
35,10_6,QURU,0,10:46:56,2720.999939,0,9.210757895,0.154391093,59.65860929,278.4783781,2.58655496,1.640175945,26.96482658,6,1.420000017,1,2.840000033,22.84771729,26.96482658,21.00925446,399.9880676,387.7197876,17.15965652,20.20377541,58.72072983,69.13777161,499.5133667,1999.405518,1663.644653,95.60572052,-0.667626977,-0.109911002,0,0,0,0,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832522278,0.002586555,300.1148266,295.9977173,319.9048757,1.801052952,3.57177245,37.35940099,17.15562559,24.90627193,3.161952931,0.146430673,1.931596505,1.230356426,0.092202554,26.62412599,0.718246494,55.15649332,383.3414344,0.013252757
36,8_5,CADE,open,10:54:53,3198.499929,0,7.031390157,0.150376006,46.75872397,304.7073028,2.018006911,1.314927729,25.11841965,6,1.420000017,1,2.840000033,22.77968979,25.11841965,20.9499321,400.1104431,390.7175903,17.36479759,19.74088287,59.6659317,67.83022308,499.5198669,2001.354614,1313.632446,95.602005,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832533112,0.002018007,298.2684196,295.9296898,320.2167311,2.32747152,3.202195712,33.49506856,13.75418569,23.94905472,2.985821271,0.1428141,1.887267983,1.098553288,0.089908736,29.13062908,0.779865842,59.93517674,387.3752042,0.010879055
37,8_5,CADE,open,10:54:54,3198.499929,0,7.031390157,0.150376006,46.75872397,304.7073028,2.018006911,1.314927729,25.11841965,6,1.420000017,1,2.840000033,22.77968979,25.11841965,20.9499321,400.1104431,390.7175903,17.36479759,19.74088287,59.6659317,67.83022308,499.5198669,2001.354614,1313.632446,95.602005,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832533112,0.002018007,298.2684196,295.9296898,320.2167311,2.32747152,3.202195712,33.49506856,13.75418569,23.94905472,2.985821271,0.1428141,1.887267983,1.098553288,0.089908736,29.13062908,0.779865842,59.93517674,387.3752042,0.010879055
38,8_5,CADE,open,10:54:55,3198.999928,0,7.003702958,0.149919886,46.71630392,304.8147264,2.014040172,1.316132057,25.12256432,6,1.420000017,1,2.840000033,22.77933121,25.12256432,20.95018768,400.1107483,390.7527161,17.36507988,19.73655891,59.66819,67.8168335,499.5085144,2001.38501,1303.747192,95.60198975,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832514191,0.00201404,298.2725643,295.9293312,320.2215944,2.328918152,3.20298636,33.50334411,13.7667852,23.95094776,2.986160951,0.142402637,1.886854303,1.099306649,0.089647819,29.14089435,0.780070653,59.90218326,387.4234911,0.010828902
39,8_5,CADE,open,10:54:55,3199.499928,0,7.033362559,0.149874718,46.92827885,304.4537778,2.014582128,1.316855612,25.1259861,6,1.420000017,1,2.840000033,22.77855682,25.1259861,20.94963646,400.1395264,390.7454529,17.36370468,19.73586845,59.66611481,67.81747437,499.499054,2001.401855,1294.491089,95.60175323,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832498423,0.002014582,298.2759861,295.9285568,320.2242897,2.328123766,3.203639237,33.51025613,13.77438768,23.95227146,2.986398491,0.142361884,1.886783626,1.099614865,0.089621977,29.10631494,0.77916141,59.88758112,387.4021292,0.010872709
40,8_5,CADE,open,10:54:56,3199.999928,0,7.054349291,0.150195678,46.96772494,304.3781039,2.016260711,1.315287357,25.11858559,6,1.420000017,1,2.840000033,22.77817154,25.11858559,20.94919586,400.152771,390.7325439,17.36330795,19.73749161,59.66618347,67.82467651,499.4891052,2001.417847,1231.218872,95.60181427,-0.667626977,-0.109911002,0,0,0,0,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832481842,0.002016261,298.2685856,295.9281715,320.2268483,2.328246925,3.202227364,33.49546647,13.75797486,23.94837856,2.985699953,0.142651442,1.886940007,1.098759946,0.08980559,29.09909896,0.778993479,59.92226008,387.3792441,0.010912112
