Obs,ID,species ,treatment,HHMMSS,FTime,EBal?,Photo,Cond,WUE,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
71,9_12,QURU,,12:43:23,3758.999916,0,6.42209882,0.067365915,95.33157613,222.9017203,1.672871152,2.376555386,27.5783329,6,1.420000017,0.5,2.55600003,25.87063026,27.5783329,25.1029377,399.8529053,391.3526611,11.86556625,13.84710407,33.93276596,39.59950256,499.5231628,1999.644287,1639.644409,95.75971985,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832538605,0.001672871,300.7283329,299.0206303,319.9430788,2.563872273,3.702550192,38.66500652,24.81790245,26.72448158,3.521649602,0.065636012,1.325994807,2.195654795,0.041174499,21.34500629,0.569567407,35.77498808,387.9607076,0.005922005
72,9_12,QURU,,12:43:24,3759.999916,0,6.434220422,0.067207467,95.73668937,222.2744334,1.668819164,2.376249601,27.57559013,6,1.420000017,0.5,2.55600003,25.87117767,27.57559013,25.10289574,399.8788757,391.3660583,11.86741352,13.84413242,33.93685532,39.58961487,499.529541,1999.718384,1640.318237,95.75946808,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832549235,0.001668819,300.7255901,299.0211777,319.9549343,2.566475758,3.701956358,38.65890687,24.81477444,26.7233839,3.521422102,0.065485589,1.325706757,2.195715345,0.041079787,21.28488151,0.567945096,35.76937039,387.9677025,0.005932144
73,9_12,QURU,,12:43:25,3760.499916,0,6.412529432,0.066925885,95.81538446,222.160834,1.664872121,2.380314195,27.59216881,6,1.420000017,0.5,2.55600003,25.87164307,27.59216881,25.10308266,399.87146,391.3865356,11.86710167,13.83914948,33.93511581,39.57437134,499.5310059,1999.772949,1715.18811,95.75970459,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832551676,0.001664872,300.7421688,299.0216431,319.9636647,2.566349711,3.705547061,38.6963084,24.85715892,26.73190594,3.523188676,0.065218222,1.325232866,2.19795581,0.040911447,21.27405584,0.567625132,35.71387915,387.9996363,0.005902488
74,9_12,QURU,,12:43:26,3761.999916,0,6.430210978,0.066603869,96.54410614,221.0227186,1.66060783,2.385354953,27.61323357,6,1.420000017,0.5,2.55600003,25.87283707,27.61323357,25.10297394,399.9324036,391.4284058,11.8672266,13.83417702,33.93312454,39.55741882,499.5452881,1999.856079,1785.427002,95.75985718,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83257548,0.001660608,300.7632336,299.0228371,319.9769655,2.565917635,3.710113768,38.7439359,24.90975888,26.74303532,3.525496904,0.064912391,1.324758815,2.200738089,0.040718897,21.16510397,0.564656819,35.6477276,388.0321676,0.005907304
75,9_12,QURU,,12:43:27,3762.999916,0,6.401812644,0.066455717,96.33200744,221.4427684,1.656996428,2.38534555,27.61164856,6,1.420000017,0.5,2.55600003,25.87315941,27.61164856,25.1023407,399.9724426,391.5039978,11.8679924,13.83069611,33.93463898,39.54668045,499.5391846,1999.838745,1783.636353,95.75978088,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832565308,0.001656996,300.7616486,299.0231594,319.9741921,2.567948262,3.709769978,38.74037664,24.90968053,26.74240398,3.525365931,0.064771661,1.324424429,2.200941502,0.040630295,21.20531098,0.565620708,35.63861456,388.1227588,0.005878339
76,9_13,BELE,,12:46:35,3950.499912,0,7.676206547,0.205151328,37.41728911,312.3583369,4.108676336,2.015154982,27.20767021,6,1.420000017,0.5,2.55600003,25.91555023,27.20767021,25.09520531,399.4755554,388.3385315,11.93870354,16.79108047,34.05086517,47.89052963,499.5103149,2001.060669,731.3131714,95.75874329,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832517192,0.004108676,300.3576702,299.0655502,320.1696999,1.405242405,3.623047747,37.8351639,21.04408343,26.56161022,3.48803361,0.189908749,1.607892765,1.880140846,0.119974355,29.9110418,0.804345466,47.06633327,384.2841971,0.009401659
77,9_13,BELE,,12:46:35,3950.499912,0,7.676206547,0.205151328,37.41728911,312.3583369,4.108676336,2.015154982,27.20767021,6,1.420000017,0.5,2.55600003,25.91555023,27.20767021,25.09520531,399.4755554,388.3385315,11.93870354,16.79108047,34.05086517,47.89052963,499.5103149,2001.060669,731.3131714,95.75874329,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832517192,0.004108676,300.3576702,299.0655502,320.1696999,1.405242405,3.623047747,37.8351639,21.04408343,26.56161022,3.48803361,0.189908749,1.607892765,1.880140846,0.119974355,29.9110418,0.804345466,47.06633327,384.2841971,0.009401659
78,9_13,BELE,,12:46:36,3950.999912,0,7.698635442,0.205314624,37.49677093,312.154673,4.110714782,2.014676408,27.20580292,6,1.420000017,0.5,2.55600003,25.91458702,27.20580292,25.09544754,399.4309387,388.2663574,11.93712425,16.79191399,34.04835129,47.89570236,499.5093384,2000.656738,735.0441284,95.75886536,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832515564,0.004110715,300.3558029,299.064587,320.105071,1.4036158,3.622651039,37.83097288,21.0390589,26.56019497,3.48774274,0.190048673,1.60797463,1.879768109,0.120063707,29.89157731,0.803970437,47.07633038,384.2001768,0.009433195
79,9_13,BELE,,12:46:37,3951.499912,0,7.731948905,0.20565355,37.59696296,311.9414508,4.114750377,2.013579788,27.20258522,6,1.420000017,0.5,2.55600003,25.91410446,27.20258522,25.0956955,399.4264832,388.2201233,11.93665409,16.79623604,34.047966,47.90937424,499.5044556,2000.262207,739.3899536,95.75881958,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832507426,0.00411475,300.3525852,299.0641045,320.041946,1.401252004,3.621967525,37.8238531,21.02761706,26.55834484,3.487362524,0.190339036,1.608387736,1.878974787,0.120249129,29.87114511,0.803516954,47.10172444,384.1363475,0.009480699
80,9_13,BELE,,12:46:38,3952.499912,0,7.745528063,0.205867187,37.62390775,311.8597257,4.116988134,2.012744692,27.2000618,6,1.420000017,0.5,2.55600003,25.91250038,27.2000618,25.09626007,399.4049072,388.1816101,11.93723011,16.7993412,34.05287933,47.92284012,499.5145569,1999.380981,751.0360107,95.75892639,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524261,0.004116988,300.3500618,299.0625004,319.9009499,1.398664526,3.62143157,37.81821399,21.01887279,26.55628109,3.486938449,0.190522026,1.608686878,1.878251571,0.120365988,29.86335252,0.803386141,47.1199972,384.0906622,0.009502164
81,10_10,CADE,,12:50:18,4173.499907,0,8.951663689,0.115535127,77.48001742,247.2972272,2.643988601,2.230087305,27.35721207,6,1.420000017,0.5,2.55600003,25.70896721,27.35721207,25.10289955,400.1319275,388.1471252,11.74867058,14.87720394,33.92710495,42.96149445,499.528656,1998.951172,591.2149048,95.77432251,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83254776,0.002643989,300.5072121,298.8589672,319.8321804,2.086321608,3.654941433,38.16201814,23.2848142,26.53308964,3.482175994,0.110538612,1.424854128,2.057321866,0.069518811,23.6847244,0.637122398,40.0327412,383.4191339,0.00934642
82,10_10,CADE,,12:50:18,4173.499907,0,8.951663689,0.115535127,77.48001742,247.2972272,2.643988601,2.230087305,27.35721207,6,1.420000017,0.5,2.55600003,25.70896721,27.35721207,25.10289955,400.1319275,388.1471252,11.74867058,14.87720394,33.92710495,42.96149445,499.528656,1998.951172,591.2149048,95.77432251,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83254776,0.002643989,300.5072121,298.8589672,319.8321804,2.086321608,3.654941433,38.16201814,23.2848142,26.53308964,3.482175994,0.110538612,1.424854128,2.057321866,0.069518811,23.6847244,0.637122398,40.0327412,383.4191339,0.00934642
83,10_10,CADE,,12:50:19,4173.999907,0,8.994216333,0.115483474,77.88314659,246.6271282,2.643053478,2.230251365,27.35818672,6,1.420000017,0.5,2.55600003,25.7094841,27.35818672,25.10317612,400.1680908,388.1327515,11.75025654,14.87765789,33.93066788,42.96152115,499.5325012,1998.893921,544.3931885,95.7743988,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832554169,0.002643053,300.5081867,298.8594841,319.8230202,2.086620641,3.655150105,38.16416653,23.28650864,26.53383541,3.482329053,0.110491329,1.42489874,2.057430313,0.069488889,23.62056493,0.635419524,40.03051374,383.3822851,0.009391229
84,10_10,CADE,,12:50:20,4174.499907,0,8.971538588,0.115413732,77.73371888,246.8972367,2.642381825,2.230964809,27.36130714,6,1.420000017,0.5,2.55600003,25.70952797,27.36130714,25.10334396,400.1691284,388.1612549,11.75058746,14.8771944,33.93151474,42.96004486,499.5326843,1998.842651,566.4851074,95.77433777,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832554474,0.002642382,300.5113071,298.859528,319.8148171,2.086446932,3.655818251,38.1711671,23.2939727,26.53541756,3.482653785,0.110427485,1.424853442,2.057800343,0.069448485,23.64641934,0.636068731,40.02052631,383.4227662,0.009364225
85,10_10,CADE,,12:50:20,4175.499907,0,8.993085056,0.11509262,78.1378083,246.234155,2.638754759,2.233825731,27.37332535,6,1.420000017,0.5,2.55600003,25.7098217,27.37332535,25.10317802,400.1913452,388.1594238,11.75189114,14.87418079,33.93473816,42.95065308,499.5382996,1998.822266,572.5786743,95.7744751,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832563833,0.002638755,300.5233253,298.8598217,319.8115554,2.086634902,3.658392589,38.19799153,23.32381074,26.54157352,3.483917534,0.110133484,1.424566858,2.059350676,0.069262434,23.58294695,0.63436346,39.97792213,383.409555,0.009377045
86,12_10,BELE,,12:56:07,4523.499899,0,2.358153695,0.03758215,62.7466415,279.8695757,1.021250482,2.570984284,28.10458946,6,1.420000017,0.5,2.55600003,26.02872467,28.10458946,25.09942818,399.7337952,396.4150391,11.81009388,13.02079201,33.46455765,36.89513779,499.5231934,1999.808228,1221.25061,95.77412415,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832538656,0.00102125,301.2545895,299.1787247,319.9693093,2.838320085,3.818039234,39.86503941,26.84424741,27.06665707,3.593195834,0.037037568,1.24705495,2.346140884,0.023196799,26.80426349,0.706001408,31.83546842,395.1695354,0.001899765
87,12_10,BELE,,12:56:08,4523.499899,0,2.358153695,0.03758215,62.7466415,279.8695757,1.021250482,2.570984284,28.10458946,6,1.420000017,0.5,2.55600003,26.02872467,28.10458946,25.09942818,399.7337952,396.4150391,11.81009388,13.02079201,33.46455765,36.89513779,499.5231934,1999.808228,1221.25061,95.77412415,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832538656,0.00102125,301.2545895,299.1787247,319.9693093,2.838320085,3.818039234,39.86503941,26.84424741,27.06665707,3.593195834,0.037037568,1.24705495,2.346140884,0.023196799,26.80426349,0.706001408,31.83546842,395.1695354,0.001899765
88,12_10,BELE,,12:56:09,4523.999899,0,2.391297594,0.037647075,63.51881547,278.6216776,1.022779668,2.57046012,28.1032505,6,1.420000017,0.5,2.55600003,26.0289135,28.1032505,25.09993172,399.7485046,396.3892517,11.8106451,13.02314949,33.46575928,36.90142059,499.5247192,1999.772095,1218.459229,95.77416992,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832541199,0.00102278,301.2532505,299.1789135,319.963528,2.837699516,3.817741452,39.86191115,26.83876166,27.066082,3.593074536,0.037100623,1.247281332,2.345793204,0.023236373,26.68475989,0.702899174,31.84578294,395.1262424,0.001927302
89,12_10,BELE,,12:56:09,4524.499899,0,2.423773232,0.037650717,64.3752214,277.2363929,1.022895994,2.570497065,28.10364723,6,1.420000017,0.5,2.55600003,26.02901649,28.10364723,25.10049629,399.7589722,396.3607788,11.81111622,13.02372646,33.46678543,36.90271759,499.5376282,1999.713501,1218.047241,95.77386475,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832562714,0.001022896,301.2536472,299.1790165,319.954153,2.837494363,3.817829682,39.8629594,26.83923293,27.06633186,3.593127239,0.03710416,1.247332617,2.345794622,0.023238593,26.5520008,0.699454658,31.84641724,395.0806169,0.00195374
90,12_10,BELE,,12:56:10,4525.499899,0,2.438296179,0.037774493,64.54874643,276.9305317,1.025758452,2.569371392,28.09926414,6,1.420000017,0.5,2.55600003,26.02951241,28.09926414,25.1006546,399.7431335,396.3262329,11.80935383,13.02533531,33.46073151,36.90610123,499.5458984,1999.596802,1570.050171,95.77362823,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832576497,0.001025758,301.2492641,299.1795124,319.9354811,2.836519819,3.816855014,39.85288105,26.82754574,27.06438828,3.592717301,0.037224363,1.247483622,2.345233679,0.023314035,26.52264179,0.698743885,31.86241519,395.0384004,0.001966644
91,11_13,BELE,,12:59:15,4711.499895,0,11.59457159,0.172054026,67.38913257,258.7080673,3.681349727,2.126930819,27.48267937,6,1.420000017,0.5,2.55600003,25.93182564,27.48267937,25.09441376,400.0145264,384.3877563,11.8888588,16.23897362,33.87462234,46.26929474,499.5134888,2000.327026,630.5938721,95.75473022,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832522481,0.00368135,300.6326794,299.0818256,320.0523171,1.58260493,3.681889357,38.45125299,22.21227937,26.7072525,3.518080263,0.161202853,1.554958538,1.963121725,0.101673564,24.7725212,0.673039302,44.35428328,378.263863,0.013595507
92,11_13,BELE,,12:59:16,4711.499895,0,11.59457159,0.172054026,67.38913257,258.7080673,3.681349727,2.126930819,27.48267937,6,1.420000017,0.5,2.55600003,25.93182564,27.48267937,25.09441376,400.0145264,384.3877563,11.8888588,16.23897362,33.87462234,46.26929474,499.5134888,2000.327026,630.5938721,95.75473022,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832522481,0.00368135,300.6326794,299.0818256,320.0523171,1.58260493,3.681889357,38.45125299,22.21227937,26.7072525,3.518080263,0.161202853,1.554958538,1.963121725,0.101673564,24.7725212,0.673039302,44.35428328,378.263863,0.013595507
93,11_13,BELE,,12:59:17,4711.999895,0,11.60318789,0.172126978,67.41062933,258.6981202,3.680219069,2.125456028,27.47596741,6,1.420000017,0.5,2.55600003,25.93128586,27.47596741,25.09492111,400.0452271,384.408783,11.89051628,16.23922539,33.88053513,46.27163315,499.5213623,2000.272949,715.723938,95.75502014,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832535604,0.003680219,300.6259674,299.0812859,320.0436647,1.583905738,3.680443382,38.43603579,22.19681041,26.70362663,3.517329495,0.161266891,1.554987354,1.962342141,0.101714324,24.77164371,0.672976612,44.37293595,378.2803387,0.013610739
94,11_13,BELE,,12:59:17,4712.499895,0,11.60758878,0.172191897,67.41077247,258.7092795,3.679563892,2.124340792,27.47078323,6,1.420000017,0.5,2.55600003,25.93053246,27.47078323,25.09482193,400.0585022,384.4166565,11.89116287,16.23920441,33.8839035,46.27365494,499.5091248,2000.278198,805.6816406,95.75506592,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832515208,0.003679564,300.6207832,299.0805325,320.0445046,1.584842729,3.679326881,38.42435745,22.18515305,26.70065784,3.516714887,0.161323875,1.554986088,1.961728798,0.101750594,24.77272411,0.672991857,44.38691023,378.2858878,0.01361999
95,11_13,BELE,,12:59:18,4713.499895,0,11.59910429,0.172396665,67.28148891,258.9512929,3.681189994,2.122929257,27.46493912,6,1.420000017,0.5,2.55600003,25.92947006,27.46493912,25.09508514,400.0769653,384.4442139,11.89077091,16.24078941,33.88494873,46.28113556,499.5019531,2000.329346,909.9049072,95.75515747,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832503255,0.00368119,300.6149391,299.0794701,320.0526882,1.584771616,3.678068604,38.41118015,22.17039074,26.69720459,3.5160001,0.161503597,1.555139348,1.960860753,0.101864988,24.79592182,0.673573131,44.40935378,378.3179265,0.013615763
96,11_16,QURU,,13:02:26,4901.99989,0,15.32906846,0.315916653,48.52250848,283.1985478,5.452784091,1.806037818,26.7755928,6,1.420000017,0.5,2.55600003,25.87862778,26.7755928,25.09313393,400.059906,379.1647949,11.59614849,18.02744675,33.14496613,51.5273819,499.539978,2000.419189,336.2228394,95.75505066,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83256663,0.005452784,299.9255928,299.0286278,320.0670632,0.784948158,3.532256894,36.88846562,18.86101887,26.32711029,3.440125949,0.281165181,1.726219076,1.713906872,0.178551638,27.11769129,0.746900956,53.20976877,371.068456,0.021981286
97,11_16,QURU,,13:02:26,4901.99989,0,15.32906846,0.315916653,48.52250848,283.1985478,5.452784091,1.806037818,26.7755928,6,1.420000017,0.5,2.55600003,25.87862778,26.7755928,25.09313393,400.059906,379.1647949,11.59614849,18.02744675,33.14496613,51.5273819,499.539978,2000.419189,336.2228394,95.75505066,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83256663,0.005452784,299.9255928,299.0286278,320.0670632,0.784948158,3.532256894,36.88846562,18.86101887,26.32711029,3.440125949,0.281165181,1.726219076,1.713906872,0.178551638,27.11769129,0.746900956,53.20976877,371.068456,0.021981286
98,11_16,QURU,,13:02:27,4902.49989,0,15.31382486,0.315983079,48.4640662,283.2919582,5.451222782,1.805198483,26.77021408,6,1.420000017,0.5,2.55600003,25.87812042,26.77021408,25.09305954,400.0285645,379.1529541,11.59516907,18.02452087,33.14320755,51.52062607,499.5496216,2000.44165,337.5933228,95.75515747,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832582703,0.005451223,299.9202141,299.0281204,320.0706569,0.786418152,3.531139317,36.87675328,18.8522324,26.32416725,3.439528364,0.281217796,1.725940835,1.713587529,0.178585587,27.12666607,0.747170648,53.21814626,371.0646664,0.021963109
99,11_16,QURU,,13:02:28,4902.99989,0,15.31489931,0.315918625,48.47735489,283.2592235,5.448860078,1.804755296,26.76626587,6,1.420000017,0.5,2.55600003,25.87763405,26.76626587,25.09347153,400.0145569,379.1388245,11.59399319,18.02058411,33.14079666,51.51085663,499.5496216,2000.449463,338.0649109,95.75515747,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832582703,0.00544886,299.9162659,299.027634,320.0719069,0.788075005,3.530319165,36.86818818,18.84760407,26.32194996,3.439078202,0.281166743,1.725563869,1.713514333,0.178552646,27.12353155,0.747112153,53.21801672,371.0499693,0.021965467
100,11_16,QURU,,13:02:29,4903.99989,0,15.32014963,0.315639341,48.5368825,283.188,5.443972957,1.804567506,26.76154709,6,1.420000017,0.5,2.55600003,25.87670135,26.76154709,25.093647,400.0441895,379.1639709,11.59141636,18.01237106,33.13515472,51.49005508,499.5438538,2000.505127,339.6259155,95.75483704,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83257309,0.005443973,299.9115471,299.0267014,320.0808132,0.791125248,3.529339162,36.85807705,18.84570599,26.31912422,3.438504586,0.280945503,1.724771656,1.71373293,0.178409893,27.11662079,0.74687476,53.20578599,371.0723427,0.021966622
101,11_18,BELE,,13:04:31,5027.499888,0,4.998700347,0.201030724,24.8653552,337.6005171,3.860844394,1.931732728,26.42185783,6,1.420000017,0.5,2.55600003,25.77989769,26.42185783,25.09666252,399.8513794,392.02948,11.39276886,15.95604706,32.75058746,45.86856079,499.5409546,1999.937378,53.19675446,95.74302673,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832568258,0.003860844,299.5718578,298.9298977,319.9899733,1.614626881,3.459412968,36.13227079,20.17622373,26.10087776,3.394452878,0.186372435,1.52768024,1.866772638,0.117716634,32.32289533,0.861161046,46.84738861,389.3893214,0.006013931
102,11_18,BELE,,13:04:32,5027.499888,0,4.998700347,0.201030724,24.8653552,337.6005171,3.860844394,1.931732728,26.42185783,6,1.420000017,0.5,2.55600003,25.77989769,26.42185783,25.09666252,399.8513794,392.02948,11.39276886,15.95604706,32.75058746,45.86856079,499.5409546,1999.937378,53.19675446,95.74302673,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832568258,0.003860844,299.5718578,298.9298977,319.9899733,1.614626881,3.459412968,36.13227079,20.17622373,26.10087776,3.394452878,0.186372435,1.52768024,1.866772638,0.117716634,32.32289533,0.861161046,46.84738861,389.3893214,0.006013931
103,11_18,BELE,,13:04:32,5027.999888,0,5.033906021,0.201157201,25.02473689,337.3421309,3.862130925,1.931253276,26.41954422,6,1.420000017,0.5,2.55600003,25.77943802,26.41954422,25.09650803,399.9026489,392.0378113,11.39133358,15.9561367,32.7473259,45.87002945,499.5404358,1999.929443,52.73839188,95.74295044,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832567393,0.003862131,299.5695442,298.929438,319.9887038,1.614217756,3.458940881,36.12736881,20.1712321,26.09949112,3.394174576,0.186481135,1.527687606,1.866486971,0.117786019,32.29813092,0.86048366,46.85589761,389.3790581,0.006057547
104,11_18,BELE,,13:04:33,5028.499888,0,5.03679063,0.201326955,25.01796455,337.3695867,3.864571179,1.930959422,26.41910553,6,1.420000017,0.5,2.55600003,25.77892876,26.41910553,25.09652901,399.9244995,392.0548096,11.3905201,15.9582901,32.74593735,45.87755203,499.530304,1999.922485,50.47216415,95.742836,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832550507,0.003864571,299.5691055,298.9289288,319.9875905,1.61297625,3.458851374,36.12647712,20.16818702,26.09901714,3.394079453,0.186627015,1.527891952,1.866187501,0.117879137,32.30072101,0.860516383,46.86584579,389.3945329,0.006062064
105,11_18,BELE,,13:04:34,5029.499888,0,5.127075481,0.201568501,25.43589624,336.6712987,3.867185854,1.930127533,26.41623306,6,1.420000017,0.5,2.55600003,25.77761269,26.41623306,25.09644508,400.0361633,392.0568542,11.39000988,15.96082115,32.74710464,45.88851547,499.5343933,1999.940918,44.19228745,95.74305725,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832557322,0.003867186,299.5662331,298.9276127,319.9905397,1.611913244,3.458265346,36.1202728,20.15945165,26.09692287,3.393659177,0.186834557,1.528137813,1.865521364,0.118011619,32.23393942,0.858730807,46.88448995,389.3488919,0.006173905
106,11_19,CADE,,13:06:56,5172.499884,0,1.325652117,0.105540619,12.56058693,362.1764468,2.398945126,2.207964809,26.88897324,6,1.420000017,0.5,2.55600003,25.73426247,26.88897324,25.09793472,400.0192871,397.2822266,11.2382946,14.07920551,32.39250565,40.58095932,499.5235596,2000.960693,90.64190674,95.73849487,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832539266,0.002398945,300.0389732,298.8842625,320.1537038,2.27902751,3.555886754,37.14166134,23.06245583,26.31161785,3.436981222,0.101355516,1.347921945,2.089059277,0.063710363,34.6742279,0.911635162,38.80170087,396.5820582,0.001297022
107,11_19,CADE,,13:06:57,5172.499884,0,1.325652117,0.105540619,12.56058693,362.1764468,2.398945126,2.207964809,26.88897324,6,1.420000017,0.5,2.55600003,25.73426247,26.88897324,25.09793472,400.0192871,397.2822266,11.2382946,14.07920551,32.39250565,40.58095932,499.5235596,2000.960693,90.64190674,95.73849487,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832539266,0.002398945,300.0389732,298.8842625,320.1537038,2.27902751,3.555886754,37.14166134,23.06245583,26.31161785,3.436981222,0.101355516,1.347921945,2.089059277,0.063710363,34.6742279,0.911635162,38.80170087,396.5820582,0.001297022
108,11_19,CADE,,13:06:58,5172.999884,0,1.314767044,0.105183729,12.49971886,362.2674669,2.392382427,2.209106143,26.89101028,6,1.420000017,0.5,2.55600003,25.73449898,26.89101028,25.097435,400.0001526,397.2792969,11.23854065,14.07171154,32.39281082,40.55884933,499.521759,2001.021851,90.53435516,95.7386322,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832536265,0.002392382,300.0410103,298.884499,320.1634889,2.282175897,3.556312558,37.14605564,23.0743441,26.31275463,3.437211886,0.101026325,1.347206416,2.09000547,0.063502257,34.68299177,0.911870993,38.76928451,396.5848777,0.001285288
109,11_19,CADE,,13:06:58,5173.499884,0,1.292628555,0.105003104,12.31038418,362.6109574,2.388527579,2.209197148,26.88917542,6,1.420000017,0.5,2.55600003,25.73464584,26.88917542,25.0972805,400.0083313,397.3158264,11.23818302,14.06677723,32.39144516,40.54420853,499.5263062,2001.0625,90.32938385,95.73847961,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832543844,0.002388528,300.0391754,298.8846458,320.1699928,2.284444031,3.555929013,37.14210867,23.07533144,26.31191063,3.437040628,0.100859685,1.346731865,2.090308763,0.063396914,34.71582175,0.912651682,38.75627965,396.6331001,0.001263068
