Obs,ID,species ,treatment,HHMMSS,FTime,EBal?,Photo,Cond,WUE,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
110,11_19,CADE,,13:06:59,5174.499884,0,1.293051342,0.104558699,12.36675043,362.5207023,2.378932483,2.209319271,26.88473701,6,1.420000017,0.5,2.55600003,25.73504829,26.88473701,25.097435,400.0036926,397.3153076,11.23865891,14.05587196,32.39190292,40.51163864,499.5350647,2001.147583,89.62191772,95.73807526,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832558441,0.002378932,300.034737,298.8850483,320.1836061,2.290047893,3.555001398,37.13257645,23.07670448,26.30989265,3.436631189,0.100449592,1.345682128,2.090949061,0.063137679,34.70703428,0.912425712,38.72732234,396.632358,0.00126254
111,12_20,CADE,,13:10:49,5405.499879,0,9.331466022,0.249194955,37.44644839,310.2121746,4.779797551,1.960652818,26.98359871,6,1.420000017,0.5,2.55600003,25.79185867,26.98359871,25.1043644,400.1439209,386.7150269,11.22587967,16.87034988,32.24481201,48.45779037,499.514801,1999.364014,245.5307312,95.7336731,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524668,0.004779798,300.1335987,298.9418587,319.898235,1.080516248,3.575713379,37.35063393,20.48028405,26.38772869,3.452454712,0.227058125,1.615060561,1.837394151,0.143746947,29.69775091,0.802172538,48.64623618,381.7864357,0.011889912
112,12_20,CADE,,13:10:49,5405.499879,0,9.331466022,0.249194955,37.44644839,310.2121746,4.779797551,1.960652818,26.98359871,6,1.420000017,0.5,2.55600003,25.79185867,26.98359871,25.1043644,400.1439209,386.7150269,11.22587967,16.87034988,32.24481201,48.45779037,499.514801,1999.364014,245.5307312,95.7336731,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524668,0.004779798,300.1335987,298.9418587,319.898235,1.080516248,3.575713379,37.35063393,20.48028405,26.38772869,3.452454712,0.227058125,1.615060561,1.837394151,0.143746947,29.69775091,0.802172538,48.64623618,381.7864357,0.011889912
113,12_20,CADE,,13:10:50,5405.999879,0,9.351667059,0.249059586,37.54791053,310.0529573,4.77927438,1.961408007,26.98676872,6,1.420000017,0.5,2.55600003,25.79263496,26.98676872,25.10428238,400.1838074,386.7311401,11.22566032,16.86937523,32.24278259,48.45288086,499.5274658,1999.542847,249.2600861,95.73390961,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832545776,0.004779274,300.1367687,298.942635,319.9268483,1.080780296,3.576379251,37.3574971,20.48812187,26.38970184,3.452856666,0.226945733,1.614971243,1.837885422,0.143674874,29.68258179,0.801727415,48.63338695,381.7918794,0.011912334
114,12_20,CADE,,13:10:51,5406.499879,0,9.35484671,0.249214328,37.53735501,310.0766468,4.782330299,1.961543317,26.98862267,6,1.420000017,0.5,2.55600003,25.79362106,26.98862267,25.1043148,400.1989136,386.7409668,11.22474194,16.87204361,32.23823166,48.45767212,499.5280457,1999.653931,256.8194885,95.73383331,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832546743,0.00478233,300.1386227,298.9436211,319.9446218,1.079335114,3.576768728,37.3615952,20.48955159,26.39112186,3.453145965,0.227074209,1.615225411,1.837920555,0.143757262,29.68482602,0.801768298,48.63809188,381.8000267,0.011917283
115,12_20,CADE,,13:10:52,5407.499879,0,9.322438227,0.249429222,37.37508434,310.3683112,4.78708759,1.961932586,26.99236298,6,1.420000017,0.5,2.55600003,25.79487991,26.99236298,25.10430908,400.1841431,386.7631531,11.22351456,16.87625504,32.2321701,48.46595001,499.5417175,1999.615967,273.783844,95.73344421,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832569529,0.004787088,300.142363,298.9448799,319.9385475,1.076552693,3.577554606,37.36995608,20.49370105,26.39362144,3.453655254,0.227252603,1.61562202,1.838033234,0.143871663,29.7126274,0.802476422,48.64278633,381.8393301,0.011875921
116,13_20,QURU,,13:19:55,5952.499867,0,12.79278561,0.180155965,71.00950327,250.8861733,3.816754967,2.113013782,27.14729118,6,1.420000017,0.5,2.55600003,25.88228607,27.14729118,25.10459137,399.8664551,382.745575,11.12826729,15.64109039,31.79039001,44.68227768,499.5174866,1999.725464,1937.247437,95.72386169,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832529144,0.003816755,300.2972912,299.0322861,319.9560671,1.552496759,3.610239356,37.71514533,22.07405494,26.51478863,3.478421821,0.168294006,1.497225574,1.981196247,0.106188819,24.01579335,0.655490722,43.82671179,375.9888221,0.014911766
117,13_20,QURU,,13:19:56,5952.499867,0,12.79278561,0.180155965,71.00950327,250.8861733,3.816754967,2.113013782,27.14729118,6,1.420000017,0.5,2.55600003,25.88228607,27.14729118,25.10459137,399.8664551,382.745575,11.12826729,15.64109039,31.79039001,44.68227768,499.5174866,1999.725464,1937.247437,95.72386169,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832529144,0.003816755,300.2972912,299.0322861,319.9560671,1.552496759,3.610239356,37.71514533,22.07405494,26.51478863,3.478421821,0.168294006,1.497225574,1.981196247,0.106188819,24.01579335,0.655490722,43.82671179,375.9888221,0.014911766
118,13_20,QURU,,13:19:57,5952.999867,0,12.81378233,0.180278565,71.07768096,250.7527759,3.820056397,2.113493994,27.15048027,6,1.420000017,0.5,2.55600003,25.88267136,27.15048027,25.10454178,399.8793335,382.7324219,11.12654114,15.64308834,31.78481865,44.68708801,499.5363159,1999.719482,1937.018188,95.72412109,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832560527,0.003820056,300.3004803,299.0326714,319.95511,1.550457614,3.610914877,37.72210009,22.07901175,26.51657581,3.478788279,0.168400988,1.497420883,1.981367396,0.106256967,24.00308908,0.655164709,43.82671539,375.9645792,0.014937205
119,13_20,QURU,,13:19:58,5953.499867,0,12.84450297,0.180248253,71.26006899,250.4517422,3.819526459,2.113534795,27.15011597,6,1.420000017,0.5,2.55600003,25.88284683,27.15011597,25.10434723,399.9179993,382.7345276,11.12595844,15.64185715,31.78281975,44.68310165,499.5393677,1999.68689,1936.881714,95.72411346,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832565613,0.003819526,300.300116,299.0328468,319.9498952,1.550735252,3.610837703,37.72129689,22.07943974,26.5164814,3.478768919,0.168374538,1.497302908,1.98146601,0.106240119,23.97427099,0.654374571,43.82386678,375.9504592,0.014972605
120,13_20,QURU,,13:19:58,5953.999867,0,12.90520519,0.180213511,71.61064204,249.8423169,3.819028513,2.113639523,27.15100288,6,1.420000017,0.5,2.55600003,25.88311195,27.15100288,25.10390663,399.9638977,382.7077026,11.12735653,15.64270592,31.78635406,44.6848793,499.5345764,1999.663818,1936.617676,95.72423553,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832557627,0.003819029,300.3010029,299.033112,319.9462038,1.550857807,3.611025588,37.72321156,22.08050564,26.51705742,3.478887037,0.168344222,1.497386066,1.981500971,0.106220807,23.91596479,0.652828033,43.82321319,375.8915732,0.015045497
121,12_8,QURU,,13:25:37,6293.999859,0,14.63055612,0.257485798,56.82082753,270.6259976,4.889586244,1.946836627,27.14216423,6,1.420000017,0.5,2.55600003,26.05934143,27.14216423,25.0927887,399.9251709,380.1199341,11.5857439,17.35671425,32.76930618,49.0920105,499.5401611,2001.760498,1971.015503,95.77371216,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832566935,0.004889586,300.2921642,299.2093414,320.2816725,1.043750914,3.609153582,37.68417764,20.32746339,26.60075283,3.496086805,0.233921103,1.662316954,1.833769851,0.148149713,25.9188564,0.711948975,49.60820963,372.3925278,0.019490071
122,12_8,QURU,,13:25:37,6293.999859,0,14.63055612,0.257485798,56.82082753,270.6259976,4.889586244,1.946836627,27.14216423,6,1.420000017,0.5,2.55600003,26.05934143,27.14216423,25.0927887,399.9251709,380.1199341,11.5857439,17.35671425,32.76930618,49.0920105,499.5401611,2001.760498,1971.015503,95.77371216,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832566935,0.004889586,300.2921642,299.2093414,320.2816725,1.043750914,3.609153582,37.68417764,20.32746339,26.60075283,3.496086805,0.233921103,1.662316954,1.833769851,0.148149713,25.9188564,0.711948975,49.60820963,372.3925278,0.019490071
123,12_8,QURU,,13:25:38,6294.499859,0,14.61855213,0.257527172,56.76508616,270.6941034,4.889957987,1.946697956,27.14218712,6,1.420000017,0.5,2.55600003,26.05933762,27.14218712,25.09275436,399.8836365,380.0923157,11.5866766,17.35822105,32.77193832,49.09626007,499.5276794,2001.652588,1970.777832,95.77366638,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832546132,0.004889958,300.2921871,299.2093376,320.2644069,1.043365832,3.609158428,37.68424625,20.3260252,26.60076237,3.496088769,0.23395525,1.662460472,1.833628297,0.148171628,25.92536675,0.71217989,49.61256682,372.3712495,0.019476904
124,12_8,QURU,,13:25:39,6294.999859,0,14.64149338,0.257808664,56.792092,270.6337984,4.891266606,1.945305672,27.135746,6,1.420000017,0.5,2.55600003,26.0591774,27.135746,25.0926857,399.8974304,380.0783691,11.58549118,17.35848236,32.76896667,49.09757614,499.5360107,2001.445313,1970.698608,95.77387238,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832560018,0.004891267,300.285746,299.2091774,320.2312428,1.04317561,3.607794747,37.66992664,20.31144428,26.5974617,3.495409064,0.234187546,1.662489074,1.83291999,0.148320713,25.91964687,0.712047358,49.6349752,372.3451861,0.019517646
125,12_8,QURU,,13:25:40,6295.999859,0,14.68798855,0.257576812,57.02372213,270.2275676,4.884750852,1.944314195,27.12959099,6,1.420000017,0.5,2.55600003,26.0594368,27.12959099,25.09282494,399.9258423,380.0551758,11.59028816,17.35527992,32.78194046,49.08763123,499.5644226,2001.056274,1969.833984,95.77361298,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832607371,0.004884751,300.279591,299.2094368,320.1689967,1.046583548,3.606492057,37.65642692,20.30114699,26.59451389,3.49480212,0.233996218,1.662177862,1.832624258,0.14819792,25.88067047,0.711021938,49.63874494,372.2974354,0.019583624
126,14_9,QURU,,13:28:01,6438.499856,0,5.595090269,0.106421699,52.57471268,291.639945,2.506545139,2.287326606,27.55273247,6,1.420000017,0.5,2.55600003,26.10689163,27.55273247,25.10273933,400.0015869,392.1010132,11.75080872,14.71705532,33.14701462,41.51428604,499.5517578,1999.209229,1923.482422,95.78574371,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832586263,0.002506545,300.7027325,299.2568916,319.8734694,2.180944822,3.697010696,38.59666953,23.87961421,26.82981205,3.543539684,0.102167836,1.409684089,2.133855595,0.064223924,27.93494903,0.743787787,38.97672539,389.1458599,0.005604025
127,14_9,QURU,,13:28:02,6438.499856,0,5.595090269,0.106421699,52.57471268,291.639945,2.506545139,2.287326606,27.55273247,6,1.420000017,0.5,2.55600003,26.10689163,27.55273247,25.10273933,400.0015869,392.1010132,11.75080872,14.71705532,33.14701462,41.51428604,499.5517578,1999.209229,1923.482422,95.78574371,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832586263,0.002506545,300.7027325,299.2568916,319.8734694,2.180944822,3.697010696,38.59666953,23.87961421,26.82981205,3.543539684,0.102167836,1.409684089,2.133855595,0.064223924,27.93494903,0.743787787,38.97672539,389.1458599,0.005604025
128,14_9,QURU,,13:28:02,6438.999856,0,5.594797847,0.106375079,52.5950052,291.6004233,2.504899054,2.286790829,27.54992104,6,1.420000017,0.5,2.55600003,26.10709381,27.54992104,25.10232735,399.9890137,392.0896912,11.75205898,14.71632576,33.15008926,41.51166534,499.5574951,1999.135376,1922.724731,95.78559113,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832595825,0.002504899,300.699921,299.2570938,319.861653,2.182041077,3.696402791,38.5903845,23.87405874,26.82850742,3.543267828,0.102124868,1.409611962,2.133655866,0.064196758,27.93111892,0.743708467,38.98013727,389.1346923,0.005604383
129,14_9,QURU,,13:28:03,6439.499856,0,5.629794341,0.106416772,52.9032617,291.0772788,2.505512876,2.28649446,27.54841423,6,1.420000017,0.5,2.55600003,26.1074276,27.54841423,25.10235023,400.0075684,392.0660706,11.75105762,14.71602345,33.14660263,41.50997925,499.5622559,1999.055298,1922.082642,95.78556061,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83260376,0.002505513,300.6984142,299.2574276,319.8488405,2.181837289,3.696077016,38.58699571,23.87097226,26.82792091,3.543145618,0.102163295,1.409582556,2.133563062,0.064221053,27.88100033,0.742418946,38.98373902,389.0925877,0.005640571
130,14_9,QURU,,13:28:04,6440.499856,0,5.609470058,0.106497406,52.67236344,291.4709091,2.508909672,2.287915366,27.55686951,6,1.420000017,0.5,2.55600003,26.10816383,27.55686951,25.10180473,400.014801,392.0959473,11.75119591,14.72019768,33.14572906,41.52017593,499.5574036,1998.873535,1920.992676,95.78607941,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832595673,0.00250891,300.7068695,299.2581638,319.8197585,2.17876041,3.69790539,38.60587481,23.88567713,26.83251667,3.544103327,0.102237609,1.409990024,2.134113303,0.064268038,27.91885564,0.743366289,38.97713421,389.133199,0.005618669
131,15_10,QURU,,13:29:43,6539.999854,0,5.303768161,0.124617672,42.56032134,308.462964,2.843182878,2.229515045,27.67583084,6,1.420000017,0.5,2.55600003,26.14839935,27.67583084,25.10105896,400.4468384,392.7349548,12.23742771,15.59926033,34.43535233,43.89533615,499.5188599,1997.249512,1491.522217,95.78649139,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832531433,0.002843183,300.8258308,299.2983994,319.5599147,1.997966989,3.72371346,38.87514206,23.27588173,26.9121151,3.56072672,0.118824394,1.494198415,2.066528305,0.074764878,29.54658504,0.785422739,41.311478,389.9336689,0.005619071
132,15_10,QURU,,13:29:43,6539.999854,0,5.303768161,0.124617672,42.56032134,308.462964,2.843182878,2.229515045,27.67583084,6,1.420000017,0.5,2.55600003,26.14839935,27.67583084,25.10105896,400.4468384,392.7349548,12.23742771,15.59926033,34.43535233,43.89533615,499.5188599,1997.249512,1491.522217,95.78649139,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832531433,0.002843183,300.8258308,299.2983994,319.5599147,1.997966989,3.72371346,38.87514206,23.27588173,26.9121151,3.56072672,0.118824394,1.494198415,2.066528305,0.074764878,29.54658504,0.785422739,41.311478,389.9336689,0.005619071
133,15_10,QURU,,13:29:44,6540.499854,0,5.416927662,0.124204808,43.61286596,306.6070342,2.836854282,2.231596481,27.68242264,6,1.420000017,0.5,2.55600003,26.14925766,27.68242264,25.10087395,400.4428406,392.5986023,12.23816681,15.59248924,34.43572617,43.87411118,499.5263367,1997.345581,1491.935425,95.78660583,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832543894,0.002836854,300.8324226,299.2992577,319.5752858,2.000521223,3.725148102,38.89007309,23.29758385,26.91584015,3.561506327,0.118448967,1.493551621,2.067954706,0.074527074,29.36884714,0.780968227,41.27001909,389.737549,0.005736083
134,15_10,QURU,,13:29:45,6540.999854,0,5.469842916,0.123735484,44.20593613,305.5328548,2.828159614,2.23280662,27.6849556,6,1.420000017,0.5,2.55600003,26.1499176,27.6849556,25.10076332,400.3897705,392.4866333,12.2416153,15.58560467,34.44410324,43.85304642,499.5376587,1997.493164,1492.384155,95.78665161,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832562764,0.00282816,300.8349556,299.2999176,319.5988991,2.004874771,3.725699505,38.89581108,23.31020641,26.9174366,3.56184049,0.118022058,1.492892884,2.068947605,0.074256672,29.26596912,0.778454166,41.23661273,389.5976318,0.005789506
135,15_10,QURU,,13:29:46,6541.999854,0,5.542889059,0.123178593,44.99880153,304.0821528,2.815575916,2.232479931,27.67885017,6,1.420000017,0.5,2.55600003,26.15228271,27.67885017,25.10063553,400.2952576,392.3110046,12.24607182,15.57517815,34.45174026,43.81748199,499.5435791,1997.811523,1493.876465,95.78642273,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832572632,0.002815576,300.8288502,299.3022827,319.6498366,2.012874454,3.724370529,38.88202966,23.30685151,26.91556644,3.561449039,0.117515303,1.491890598,2.069558441,0.073935712,29.12694164,0.775104826,41.2127594,389.3834224,0.005866653
136,15_10,QURU,,13:29:55,6551.999854,0,-65.38057744,0.069875804,-935.6683419,1959.073096,1.759592439,2.411283896,27.95994186,6,1.420000017,0.5,2.55600003,26.15067863,27.95994186,25.09940147,399.6659241,477.1884155,12.26839447,14.35157394,34.51824188,40.37945557,499.5266724,2048.718018,84.39297485,95.78760529,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832544454,0.001759592,301.1099419,299.3006786,327.7948755,2.594024228,3.785986796,39.52480892,25.17323498,27.05531025,3.59080312,0.068016375,1.3747029,2.216100219,0.042673472,187.6549204,4.105449822,36.28884307,511.7204103,-0.046364879
137,15_8,BELE,,13:35:03,6860.499847,0,2.526474265,0.033453506,75.52195779,258.6172101,1.000738713,2.820843779,29.45964432,6,1.420000017,0.5,2.55600003,26.22933197,29.45964432,25.10064888,400.1754456,396.664093,12.48002148,13.66558933,34.95493698,38.27556229,499.5393677,2001.092773,1655.095215,95.79878235,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832565613,0.001000739,302.6096443,299.379332,320.1748366,2.690308763,4.129990597,43.11109698,29.44550765,27.84448814,3.760572148,0.033021316,1.309146818,2.45142533,0.020676721,24.77521382,0.65198039,30.61110242,395.3296876,0.001956295
138,15_8,BELE,,13:35:04,6860.499847,0,2.526474265,0.033453506,75.52195779,258.6172101,1.000738713,2.820843779,29.45964432,6,1.420000017,0.5,2.55600003,26.22933197,29.45964432,25.10064888,400.1754456,396.664093,12.48002148,13.66558933,34.95493698,38.27556229,499.5393677,2001.092773,1655.095215,95.79878235,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832565613,0.001000739,302.6096443,299.379332,320.1748366,2.690308763,4.129990597,43.11109698,29.44550765,27.84448814,3.760572148,0.033021316,1.309146818,2.45142533,0.020676721,24.77521382,0.65198039,30.61110242,395.3296876,0.001956295
139,15_8,BELE,,13:35:04,6860.999847,0,2.511169639,0.033358936,75.27726919,259.0222446,0.99817675,2.821492227,29.46168709,6,1.420000017,0.5,2.55600003,26.22984886,29.46168709,25.10027313,400.1752319,396.6834412,12.4813509,13.66389179,34.95761108,38.26965714,499.5367737,2001.118042,1654.203247,95.79883575,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832561289,0.000998177,302.6116871,299.3798489,320.1788796,2.691415683,4.130477153,43.11615189,29.4522601,27.84576797,3.760853058,0.03292917,1.308984926,2.451868132,0.020618917,24.81402947,0.652969642,30.60067269,395.3571192,0.001943647
140,15_8,BELE,,13:35:05,6861.499847,0,2.503145799,0.033305612,75.15687737,259.2239207,0.996528881,2.821287028,29.46048927,6,1.420000017,0.5,2.55600003,26.23013496,29.46048927,25.0996933,400.1735535,396.6921692,12.48248577,13.66307735,34.96014786,38.26667404,499.5359497,2001.171997,1653.708984,95.79868317,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832559916,0.000996529,302.6104893,299.380135,320.1875124,2.692537731,4.130191846,43.11324237,29.45016502,27.84531212,3.760753,0.03287721,1.308904819,2.451848181,0.020586321,24.83331025,0.65346367,30.59963007,395.3700852,0.001937307
141,15_8,BELE,,13:35:06,6862.499847,0,2.491460981,0.033171444,75.10860872,259.3092648,0.992553867,2.821263913,29.4594841,6,1.420000017,0.5,2.55600003,26.23056221,29.4594841,25.09900856,400.161499,396.696106,12.48493767,13.66079998,34.96617889,38.25938034,499.5456238,2001.189209,1653.596313,95.7988205,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83257604,0.000992554,302.6094841,299.3805622,320.1902663,2.694744783,4.129952438,43.11068149,29.44988151,27.84502316,3.760689576,0.032746464,1.308688525,2.45200105,0.020504302,24.84152171,0.653672322,30.59275202,395.3801935,0.001927781
142,16_6,BELE,,13:38:31,7068.999842,0,0.686364315,0.010210633,67.2205459,275.4456817,0.297175538,2.724029034,28.68754387,6,1.420000017,0.5,2.55600003,26.16157722,28.68754387,25.08564186,400.0935364,399.1266479,12.43959999,12.7919836,34.98555756,35.97661209,499.5250549,2000.285034,1850.006104,95.80992889,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832541758,0.000297176,301.8375439,299.3115772,320.0455983,3.137619721,3.949628073,41.22357796,28.43159436,27.42456055,3.66938509,0.010170006,1.22559904,2.443786051,0.006359891,26.39043118,0.690121001,29.3983724,398.7641316,0.000506013
143,16_6,BELE,,13:38:32,7069.999842,0,0.656164192,0.010173234,64.49907792,279.7252167,0.295961996,2.722859855,28.68174744,6,1.420000017,0.5,2.55600003,26.16095161,28.68174744,25.08580971,400.0588379,399.1287842,12.43937969,12.79033279,34.98622513,35.9732933,499.5138245,2000.378296,1849.876831,95.80990601,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832523041,0.000295962,301.8317474,299.3109516,320.0605202,3.139113287,3.948300438,41.20973083,28.41939804,27.42134953,3.668695321,0.010132903,1.225440583,2.443254738,0.006336676,26.80044672,0.700839498,29.4044787,398.7822186,0.000483827
144,16_6,BELE,,13:38:33,7070.499842,0,0.670728958,0.010256517,65.39539503,278.2973492,0.298331332,2.722473083,28.68044281,6,1.420000017,0.5,2.55600003,26.16092682,28.68044281,25.086092,400.0552368,399.1065674,12.43744373,12.7912035,34.98096085,35.97592926,499.5174866,2000.414795,1849.517334,95.81026459,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832529144,0.000298331,301.8304428,299.3109268,320.06636,3.138174493,3.948001675,41.20645833,28.41525483,27.42068481,3.668552546,0.010215525,1.225528592,2.443023955,0.006388373,26.66374267,0.697300851,29.41154302,398.7523091,0.000494722
145,16_6,BELE,,13:38:34,7070.999842,0,0.666352844,0.010272593,64.86705579,279.1236998,0.298800448,2.722495688,28.68058968,6,1.420000017,0.5,2.55600003,26.16028786,28.68058968,25.08625793,400.0483093,399.1046448,12.43702698,12.79135323,34.98101425,35.97760773,499.5030212,2000.40918,1849.581543,95.81000519,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832505035,0.0002988,301.8305897,299.3102879,320.0654616,3.1378265,3.948035307,41.20692092,28.41556769,27.42043877,3.668499698,0.010231472,1.225539619,2.442960079,0.006398352,26.74284313,0.699374722,29.41197823,398.7526979,0.000491502
146,18_6,QURU,,13:41:49,7266.999838,0,4.517594204,0.16247086,27.8055659,332.4566437,3.642019458,2.220045003,28.09120369,6,1.420000017,0.5,2.55600003,26.14934158,28.09120369,25.10178185,400.2312317,393.0863953,12.34439945,16.64554787,34.74748993,46.85453033,499.5962524,1994.993408,1867.617065,95.82250977,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832660421,0.003642019,301.2412037,299.2993416,319.1989382,1.538817425,3.815063176,39.81385152,23.16830365,27.12027264,3.604520639,0.152760703,1.595018173,2.009502466,0.096302805,31.85682999,0.84575973,43.69686336,390.700342,0.005052586
147,18_6,QURU,,13:41:50,7266.999838,0,4.517594204,0.16247086,27.8055659,332.4566437,3.642019458,2.220045003,28.09120369,6,1.420000017,0.5,2.55600003,26.14934158,28.09120369,25.10178185,400.2312317,393.0863953,12.34439945,16.64554787,34.74748993,46.85453033,499.5962524,1994.993408,1867.617065,95.82250977,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832660421,0.003642019,301.2412037,299.2993416,319.1989382,1.538817425,3.815063176,39.81385152,23.16830365,27.12027264,3.604520639,0.152760703,1.595018173,2.009502466,0.096302805,31.85682999,0.84575973,43.69686336,390.700342,0.005052586
148,18_6,QURU,,13:41:51,7267.499838,0,4.605660792,0.163245731,28.21305496,331.705942,3.654577793,2.217757744,28.08740234,6,1.420000017,0.5,2.55600003,26.15003586,28.08740234,25.10201645,400.2610168,393.0044861,12.34442329,16.66055107,34.74623489,46.89497375,499.5714722,1996.853882,1872.105225,95.82279968,0.29243952,0.113952681,0.070696145,0.012292949,0.071106113,0.010117712,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83261912,0.003654578,301.2374023,299.3000359,319.496614,1.53652318,3.814218392,39.80491495,23.14436388,27.1187191,3.60419206,0.153445525,1.596460648,2.007731412,0.096738286,31.78499203,0.844025841,43.7582693,390.5719188,0.005160016
